73,R10,Western Europe,1990,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.211,0.19,0.234
73,R10,Western Europe,1990,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.058,0.05,0.067
73,R10,Western Europe,1990,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.206,0.196,0.217
73,R10,Western Europe,1990,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.058,0.054,0.062
73,R10,Western Europe,1990,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.206,0.185,0.226
73,R10,Western Europe,1990,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.061,0.054,0.07
73,R10,Western Europe,1990,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.235,0.213,0.257
73,R10,Western Europe,1990,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.055,0.048,0.064
73,R10,Western Europe,1990,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.172,0.153,0.193
73,R10,Western Europe,1990,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.057,0.049,0.066
73,R10,Western Europe,1990,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.307,0.278,0.337
73,R10,Western Europe,1990,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.088,0.077,0.101
73,R10,Western Europe,1990,38,20+ yrs - age-standardized,20,100,1,male,pct,obese,prevalence,0.158,0.152,0.164
73,R10,Western Europe,1990,38,20+ yrs - age-standardized,20,100,1,male,pct,overweight,prevalence,0.556,0.547,0.565
73,R10,Western Europe,1990,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.11,0.097,0.125
73,R10,Western Europe,1990,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.409,0.376,0.441
73,R10,Western Europe,1990,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.485,0.452,0.519
73,R10,Western Europe,1990,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.129,0.113,0.147
73,R10,Western Europe,1990,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.553,0.521,0.583
73,R10,Western Europe,1990,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.144,0.127,0.164
73,R10,Western Europe,1990,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.598,0.569,0.629
73,R10,Western Europe,1990,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.171,0.151,0.192
73,R10,Western Europe,1990,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.646,0.616,0.675
73,R10,Western Europe,1990,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.19,0.168,0.214
73,R10,Western Europe,1990,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.2,0.176,0.225
73,R10,Western Europe,1990,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.677,0.645,0.706
73,R10,Western Europe,1990,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.21,0.186,0.237
73,R10,Western Europe,1990,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.691,0.662,0.719
73,R10,Western Europe,1990,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.702,0.675,0.729
73,R10,Western Europe,1990,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.215,0.192,0.24
