2,D0,Developing,1990,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.057,0.05,0.066
2,D0,Developing,1990,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.134,0.121,0.149
2,D0,Developing,1990,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.041,0.038,0.044
2,D0,Developing,1990,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.096,0.092,0.1
2,D0,Developing,1990,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.046,0.041,0.052
2,D0,Developing,1990,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.09,0.083,0.098
2,D0,Developing,1990,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.097,0.089,0.106
2,D0,Developing,1990,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.034,0.031,0.039
2,D0,Developing,1990,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.066,0.061,0.072
2,D0,Developing,1990,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.027,0.024,0.032
2,D0,Developing,1990,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.106,0.098,0.115
2,D0,Developing,1990,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.031,0.028,0.034
2,D0,Developing,1990,38,20+ yrs - age-standardized,20,100,1,male,pct,overweight,prevalence,0.21,0.206,0.215
2,D0,Developing,1990,38,20+ yrs - age-standardized,20,100,1,male,pct,obese,prevalence,0.049,0.048,0.051
2,D0,Developing,1990,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.04,0.036,0.044
2,D0,Developing,1990,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.151,0.141,0.164
2,D0,Developing,1990,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.045,0.041,0.05
2,D0,Developing,1990,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.194,0.182,0.209
2,D0,Developing,1990,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.217,0.201,0.234
2,D0,Developing,1990,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.048,0.044,0.053
2,D0,Developing,1990,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.055,0.051,0.06
2,D0,Developing,1990,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.242,0.225,0.26
2,D0,Developing,1990,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.058,0.053,0.064
2,D0,Developing,1990,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.252,0.235,0.272
2,D0,Developing,1990,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.262,0.243,0.283
2,D0,Developing,1990,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.059,0.055,0.065
2,D0,Developing,1990,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.27,0.25,0.292
2,D0,Developing,1990,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.06,0.054,0.065
2,D0,Developing,1990,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.059,0.053,0.064
2,D0,Developing,1990,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.253,0.237,0.273
2,D0,Developing,1990,18,65 to 69 yrs,65,69,1,male,pct,obese,prevalence,0.055,0.051,0.061
2,D0,Developing,1990,18,65 to 69 yrs,65,69,1,male,pct,overweight,prevalence,0.25,0.231,0.27
2,D0,Developing,1990,19,70 to 74 yrs,70,74,1,male,pct,obese,prevalence,0.05,0.046,0.055
2,D0,Developing,1990,19,70 to 74 yrs,70,74,1,male,pct,overweight,prevalence,0.222,0.204,0.241
2,D0,Developing,1990,20,75 to 79 yrs,75,79,1,male,pct,obese,prevalence,0.053,0.048,0.059
2,D0,Developing,1990,20,75 to 79 yrs,75,79,1,male,pct,overweight,prevalence,0.22,0.203,0.239
2,D0,Developing,1990,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.208,0.191,0.228
2,D0,Developing,1990,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.049,0.044,0.054
2,D0,Developing,1990,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.056,0.05,0.064
2,D0,Developing,1990,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.129,0.118,0.141
2,D0,Developing,1990,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.039,0.036,0.041
